PROJECT_ID,BUG_ID,FRAME,SLOC,MAX_FRAME,BOTSING_SUCCESSFUL,GZOLTAR_SUCCESSFUL,DEFECTIVE_STATEMENT,GREEN_TEST_CASES,RED_TEST_CASES_HUMAN,RED_TEST_CASES_BOTSING,EXAM_HUMAN,EXAM_BOTSING,EXAM_HUMAN-BOTSING,SL_HUMAN,SL_BOTSING,SL_HUMAN-BOTSING,BASE_COMPARE,CATEGORY,DESCRIPTION
Math,70,1,440,3,Y,Y,org.apache.commons.math.analysis.solvers$BisectionSolver:72,15,1,5,1,9,7,1,0.44721359549996,0.57735026918963,"BETTER,BETTER",FAILS_AFTER_FIX,"Generated test cases are invalid."
Math,70,2,440,3,Y,Y,org.apache.commons.math.analysis.solvers$BisectionSolver:72,15,1,5,1,9,7,1,0.44721359549996,0.57735026918963,"BETTER,BETTER",INFERIOR,
Math,70,3,440,3,Y,Y,org.apache.commons.math.analysis.solvers$BisectionSolver:72,15,1,5,1,1,1,1,1,1,"EQUAL,EQUAL",EQUIVALENT,
Math,78,2,934,3,Y,Y,"org.apache.commons.math.ode.events$EventState:188 org.apache.commons.math.ode.events$EventState:201",117,1,5,24,0,38,0.10846522890933,0,0.044280744277005,"EQUAL,EQUAL",NO_DEFECTIVE_FRAME,
Math,78,3,934,3,Y,Y,"org.apache.commons.math.ode.events$EventState:188 org.apache.commons.math.ode.events$EventState:201",117,1,3,24,18,20,0.10846522890933,0.18569533817705,0.21320071635561,"WORSE,BETTER",,
Math,79,1,930,2,Y,Y,"org.apache.commons.math.util$MathUtils:1624 org.apache.commons.math.util$MathUtils:1626",865,1,3,9,14,9,0.5,0.70710678118655,0.75592894601845,"EQUAL,BETTER",,
Math,81,6,8141,6,Y,Y,"org.apache.commons.math.linear$EigenDecompositionImpl:905 org.apache.commons.math.linear$EigenDecompositionImpl:906 org.apache.commons.math.linear$EigenDecompositionImpl:1543 org.apache.commons.math.linear$EigenDecompositionImpl:603",34,1,4,1,1,1,0.57735026918963,0.81649658092773,0.84515425472852,"EQUAL,BETTER",,
Math,84,1,531,3,Y,Y,"org.apache.commons.math.optimization.direct$MultiDirectional:64 org.apache.commons.math.optimization.direct$MultiDirectional:92 org.apache.commons.math.optimization.direct$MultiDirectional:94",3,2,5,36,0,39,0.40824829046386,0,0.21821789023599,"EQUAL,EQUAL",NO_DEFECTIVE_FRAME,
Math,84,2,531,3,Y,Y,"org.apache.commons.math.optimization.direct$MultiDirectional:64 org.apache.commons.math.optimization.direct$MultiDirectional:90 org.apache.commons.math.optimization.direct$MultiDirectional:94",3,2,5,6,0,35,0.70710678118655,0,0.37796447300923,"WORSE,WORSE",NO_DEFECTIVE_FRAME,
Math,84,3,531,3,Y,Y,"org.apache.commons.math.optimization.direct$MultiDirectional:64 org.apache.commons.math.optimization.direct$MultiDirectional:90 org.apache.commons.math.optimization.direct$MultiDirectional:94",3,2,5,6,36,37,0.70710678118655,0.44721359549996,0.61721339984837,"BETTER,BETTER",,
Math,89,1,188,1,Y,Y,"org.apache.commons.math.stat$Frequency:110 org.apache.commons.math.stat$Frequency:111",6,1,5,1,2,1,0.70710678118655,0.91287092917528,0.92582009977255,"EQUAL,BETTER",,
Math,90,1,185,1,Y,Y,"org.apache.commons.math.stat$Frequency:110 org.apache.commons.math.stat$Frequency:121",6,1,5,2,3,2,0.40824829046386,0.70710678118655,0.738548945876,"WORSE,BETTER",,
Math,95,1,1003,4,Y,Y,"org.apache.commons.math.distribution$FDistributionImpl:144 org.apache.commons.math.distribution$FDistributionImpl:146 org.apache.commons.math.distribution$FDistributionImpl:148",22,1,5,5,0,8,0.57735026918963,0,0.23570226039552,"EQUAL,EQUAL",NO_DEFECTIVE_FRAME,
Math,95,2,1003,4,Y,Y,"org.apache.commons.math.distribution$FDistributionImpl:144 org.apache.commons.math.distribution$FDistributionImpl:146 org.apache.commons.math.distribution$FDistributionImpl:148",22,1,5,5,0,7,0.57735026918963,0,0.23570226039552,"EQUAL,EQUAL",NO_DEFECTIVE_FRAME,
Math,95,3,1003,4,Y,Y,"org.apache.commons.math.distribution$FDistributionImpl:144 org.apache.commons.math.distribution$FDistributionImpl:146 org.apache.commons.math.distribution$FDistributionImpl:148",22,1,5,5,8,8,0.57735026918963,0.73029674334022,0.77151674981046,"WORSE,BETTER",,
Math,95,4,1003,4,Y,Y,"org.apache.commons.math.distribution$FDistributionImpl:144 org.apache.commons.math.distribution$FDistributionImpl:146 org.apache.commons.math.distribution$FDistributionImpl:148",22,1,5,5,5,5,0.57735026918963,0.84515425472852,0.86602540378444,"EQUAL,BETTER",,
Math,97,1,429,1,Y,Y,"org.apache.commons.math.analysis$BrentSolver:138 org.apache.commons.math.analysis$BrentSolver:145 org.apache.commons.math.analysis$BrentSolver:140 org.apache.commons.math.analysis$BrentSolver:148 org.apache.commons.math.analysis$BrentSolver:149",128,1,5,13,6,6,0.17677669529664,0.37267799624996,0.40269363312841,"WORSE,BETTER",,
Math,98,1,1511,1,Y,Y,"org.apache.commons.math.linear$BigMatrixImpl:991 org.apache.commons.math.linear$RealMatrixImpl:779",131,2,5,1,1,1,0.40824829046386,0.84515425472852,0.80178372573727,"BETTER,BETTER",,
Math,100,1,1158,1,Y,Y,"org.apache.commons.math.estimation$AbstractEstimator:166 org.apache.commons.math.estimation$AbstractEstimator:202 org.apache.commons.math.estimation$AbstractEstimator:207",47,1,4,3,2,2,0.57735026918963,0.81649658092773,0.84515425472852,"BETTER,BETTER",,
Math,101,1,240,1,N,N,org.apache.commons.math.complex$ComplexFormat:377,,,,,,,,,,,,
Math,103,1,522,3,Y,Y,"org.apache.commons.math.distribution$NormalDistributionImpl:109 org.apache.commons.math.distribution$NormalDistributionImpl:111",19,1,5,10,0,12,0.35355339059327,0,0.14433756729741,"EQUAL,EQUAL",NO_DEFECTIVE_FRAME,
Mockito,21,1,2743,3,Y,N,"org.mockito.internal.creation.instance$ConstructorInstantiator:17 org.mockito.internal.creation.instance$ConstructorInstantiator:20 org.mockito.internal.creation.instance$ConstructorInstantiator:24 org.mockito.internal.creation.instance$ConstructorInstantiator:25 org.mockito.internal.creation.instance$ConstructorInstantiator:29 org.mockito.internal.creation.instance$ConstructorInstantiator:36",,,,,,,,,,,,
Mockito,21,2,2743,3,Y,N,"org.mockito.internal.creation.instance$ConstructorInstantiator:17 org.mockito.internal.creation.instance$ConstructorInstantiator:20 org.mockito.internal.creation.instance$ConstructorInstantiator:24 org.mockito.internal.creation.instance$ConstructorInstantiator:25 org.mockito.internal.creation.instance$ConstructorInstantiator:29 org.mockito.internal.creation.instance$ConstructorInstantiator:36",,,,,,,,,,,,
Mockito,21,3,2743,3,Y,N,"org.mockito.internal.creation.instance$ConstructorInstantiator:17 org.mockito.internal.creation.instance$ConstructorInstantiator:20 org.mockito.internal.creation.instance$ConstructorInstantiator:24 org.mockito.internal.creation.instance$ConstructorInstantiator:25 org.mockito.internal.creation.instance$ConstructorInstantiator:29 org.mockito.internal.creation.instance$ConstructorInstantiator:36",,,,,,,,,,,,
Mockito,36,1,5167,1,Y,N,"org.mockito.internal.invocation$Invocation:11 org.mockito.internal.invocation$Invocation:202",,,,,,,,,,,,
Time,2,1,12079,2,Y,Y,"org.joda.time$Partial:218 org.joda.time$Partial:449 org.joda.time.field$UnsupportedDurationField:227",3962,1,5,2,4,4,0.40824829046386,0.33806170189141,0.43301270189222,"WORSE,WORSE",,
Time,2,2,12079,2,Y,Y,"org.joda.time$Partial:218 org.joda.time$Partial:449 org.joda.time.field$UnsupportedDurationField:227",3962,1,5,2,2,2,0.40824829046386,0.70710678118655,0.738548945876,"EQUAL,BETTER",,
Time,5,2,9011,3,Y,Y,"org.joda.time$Period:1628 org.joda.time$Period:1629 org.joda.time$Period:1630 org.joda.time$Period:1631 org.joda.time$Period:1633 org.joda.time$Period:1634",1920,3,5,4,0,9,0.52223296786709,0,0.31980107453342,"EQUAL,EQUAL",,
Time,5,3,9011,3,Y,Y,"org.joda.time$Period:1628 org.joda.time$Period:1629 org.joda.time$Period:1630 org.joda.time$Period:1631 org.joda.time$Period:1633 org.joda.time$Period:1634",1920,3,5,4,2,2,0.52223296786709,0.62017367294604,0.70710678118655,"BETTER,BETTER",,
Time,7,1,14789,6,Y,Y,"org.joda.time.format$DateTimeFormatter:710 org.joda.time.format$DateTimeFormatter:708",2653,2,5,4,0,12,0.28284271247462,0,0.15118578920369,"EQUAL,EQUAL",,
Time,7,2,14789,6,Y,Y,"org.joda.time.format$DateTimeFormatter:710 org.joda.time.format$DateTimeFormatter:708",2653,2,5,4,0,10,0.28284271247462,0,0.15118578920369,"EQUAL,EQUAL",,
Time,7,4,14789,6,Y,Y,"org.joda.time.format$DateTimeFormatter:710 org.joda.time.format$DateTimeFormatter:708",2653,2,5,4,0,32,0.28284271247462,0,0.15118578920369,"EQUAL,EQUAL",,
Time,7,5,14789,6,Y,Y,"org.joda.time.format$DateTimeFormatter:710 org.joda.time.format$DateTimeFormatter:708",2653,2,5,4,0,29,0.28284271247462,0,0.15118578920369,"EQUAL,EQUAL",,
Time,7,6,14789,6,Y,Y,"org.joda.time.format$DateTimeFormatter:710 org.joda.time.format$DateTimeFormatter:708",2653,2,4,4,10,4,0.28284271247462,0.38490017945975,0.45485882614734,"BETTER,BETTER",,
Time,8,1,6691,1,Y,Y,"org.joda.time$DateTimeZone:279 org.joda.time$DateTimeZone:286 org.joda.time$DateTimeZone:282",3901,1,5,13,2,2,0.12700012700019,0.27524094128159,0.29925280083229,"EQUAL,BETTER",,
Time,10,1,14769,5,Y,Y,"org.joda.time.base$BaseSingleFieldPeriod:104 org.joda.time.base$BaseSingleFieldPeriod:52",342,2,5,52,0,225,0.40824829046386,0,0.21821789023599,"EQUAL,EQUAL",,
Time,10,2,14769,5,Y,Y,"org.joda.time.base$BaseSingleFieldPeriod:104 org.joda.time.base$BaseSingleFieldPeriod:52",342,2,5,52,0,62,0.40824829046386,0,0.21821789023599,"EQUAL,EQUAL",,
Time,10,3,14769,5,Y,Y,"org.joda.time.base$BaseSingleFieldPeriod:104 org.joda.time.base$BaseSingleFieldPeriod:52",342,2,3,52,0,276,0.40824829046386,0,0.25819888974716,"EQUAL,EQUAL",,
Time,10,4,14769,5,Y,Y,"org.joda.time.base$BaseSingleFieldPeriod:104 org.joda.time.base$BaseSingleFieldPeriod:52",342,2,2,52,107,46,0.40824829046386,0.40824829046386,0.53452248382485,"WORSE,BETTER",,
Time,10,5,14769,5,Y,Y,"org.joda.time.base$BaseSingleFieldPeriod:104 org.joda.time.base$BaseSingleFieldPeriod:52",342,2,5,52,54,50,0.40824829046386,0.57735026918963,0.64168894791975,"EQUAL,BETTER",,
Time,20,1,11623,1,Y,N,"org.joda.time.format$DateTimeFormatterBuilder:2544 org.joda.time.format$DateTimeFormatterBuilder:2545 org.joda.time.format$DateTimeFormatterBuilder:2542 org.joda.time.format$DateTimeFormatterBuilder:2547",,,,,,,,,,,,
